Date,Expiry Date,Option Type,Strike Price,Open Price,High Price,Low Price,Close Price,Last Price,Settlement Price,Volume,Value  (₹ Lakhs) ,Premium Value  (₹ Lakhs) ,Open Interest,Change in OI
22-Dec-2025,24-Feb-2026,XX,"-","26,400.00","26,521.00","26,399.90","26,515.30","26,521.00","26,515.30",143260,"3,79,45,48,699.50","3,79,45,48,699.50",651950,37960
19-Dec-2025,24-Feb-2026,XX,"-","26,249.90","26,340.90","26,249.90","26,331.50","26,340.00","26,331.50",103675,"2,72,79,44,752.00","2,72,79,44,752.00",613990,2340
19-Dec-2025,27-Jan-2026,XX,"-","26,120.00","26,200.00","26,103.50","26,190.00","26,195.00","26,190.00",495690,"12,97,09,55,978.50","12,97,09,55,978.50",1721785,77545
19-Dec-2025,30-Dec-2025,XX,"-","25,965.00","26,043.80","25,951.10","26,030.00","26,036.90","26,030.00",4671825,"1,21,51,53,14,707.50","1,21,51,53,14,707.50",15160350,-882675
18-Dec-2025,30-Dec-2025,XX,"-","25,875.00","25,980.00","25,801.00","25,880.60","25,882.20","25,880.60",5114175,"1,32,46,31,89,245.00","1,32,46,31,89,245.00",16043025,-371700
18-Dec-2025,27-Jan-2026,XX,"-","26,019.10","26,135.00","25,975.10","26,049.10","26,045.00","26,049.10",391625,"10,20,58,53,164.00","10,20,58,53,164.00",1644240,58305
18-Dec-2025,24-Feb-2026,XX,"-","26,170.00","26,284.10","26,129.00","26,196.20","26,192.00","26,196.20",148005,"3,87,84,36,328.00","3,87,84,36,328.00",611650,43225
17-Dec-2025,27-Jan-2026,XX,"-","26,125.00","26,164.80","26,026.00","26,061.80","26,071.00","26,061.80",330395,"8,61,44,47,647.00","8,61,44,47,647.00",1585935,84110
17-Dec-2025,30-Dec-2025,XX,"-","25,925.00","26,004.90","25,857.10","25,897.80","25,910.00","25,897.80",3609300,"93,52,68,48,480.00","93,52,68,48,480.00",16414725,272175
17-Dec-2025,24-Feb-2026,XX,"-","26,267.50","26,304.00","26,177.00","26,212.40","26,225.00","26,212.40",107250,"2,81,18,50,730.00","2,81,18,50,730.00",568425,24115
16-Dec-2025,27-Jan-2026,XX,"-","26,211.00","26,228.60","26,099.00","26,112.90","26,099.00","26,112.90",395070,"10,33,03,06,421.50","10,33,03,06,421.50",1501825,81770
16-Dec-2025,24-Feb-2026,XX,"-","26,375.00","26,375.00","26,250.00","26,257.40","26,250.00","26,257.40",118170,"3,10,66,56,189.00","3,10,66,56,189.00",544310,43810
16-Dec-2025,30-Dec-2025,XX,"-","26,012.00","26,045.00","25,929.50","25,940.70","25,932.00","25,940.70",4859250,"1,26,23,46,75,765.00","1,26,23,46,75,765.00",16142550,267525
15-Dec-2025,24-Feb-2026,XX,"-","26,402.70","26,426.00","26,310.00","26,407.30","26,405.00","26,407.30",95225,"2,51,14,72,528.50","2,51,14,72,528.50",500500,8255
15-Dec-2025,30-Dec-2025,XX,"-","26,070.00","26,132.50","25,987.80","26,108.70","26,103.30","26,108.70",4520850,"1,17,84,25,59,862.50","1,17,84,25,59,862.50",15875025,-427800
15-Dec-2025,27-Jan-2026,XX,"-","26,238.40","26,288.00","26,155.00","26,268.70","26,265.00","26,268.70",361270,"9,47,60,83,708.00","9,47,60,83,708.00",1420055,20280
12-Dec-2025,24-Feb-2026,XX,"-","26,351.00","26,450.00","26,350.00","26,443.40","26,448.00","26,443.40",110435,"2,91,68,74,616.50","2,91,68,74,616.50",492245,17420
12-Dec-2025,27-Jan-2026,XX,"-","26,239.70","26,309.00","26,201.00","26,300.40","26,305.00","26,300.40",331500,"8,70,99,27,466.50","8,70,99,27,466.50",1399775,23725
12-Dec-2025,30-Dec-2025,XX,"-","26,100.00","26,158.50","26,040.10","26,145.40","26,148.00","26,145.40",4797000,"1,25,28,43,33,440.00","1,25,28,43,33,440.00",16302825,17025
11-Dec-2025,27-Jan-2026,XX,"-","26,050.00","26,196.00","25,969.20","26,170.00","26,170.00","26,170.00",348465,"9,09,57,95,917.00","9,09,57,95,917.00",1376050,61425
11-Dec-2025,24-Feb-2026,XX,"-","26,298.70","26,338.30","26,115.00","26,310.50","26,308.20","26,310.50",133705,"3,51,13,16,646.50","3,51,13,16,646.50",474825,39065
11-Dec-2025,30-Dec-2025,XX,"-","25,910.00","26,038.90","25,804.10","26,009.50","26,014.00","26,009.50",5568525,"1,44,50,38,62,982.50","1,44,50,38,62,982.50",16285800,-571350
10-Dec-2025,27-Jan-2026,XX,"-","26,118.00","26,220.90","26,015.00","26,032.40","26,026.10","26,032.40",360555,"9,40,91,04,269.50","9,40,91,04,269.50",1314625,57135
10-Dec-2025,30-Dec-2025,XX,"-","25,882.30","26,061.00","25,842.00","25,863.90","25,857.00","25,863.90",4982400,"1,29,22,16,23,680.00","1,29,22,16,23,680.00",16857150,382950
10-Dec-2025,24-Feb-2026,XX,"-","26,263.30","26,357.80","26,165.20","26,181.70","26,171.00","26,181.70",114920,"3,01,58,49,427.50","3,01,58,49,427.50",435760,32760
09-Dec-2025,24-Feb-2026,XX,"-","26,349.90","26,371.00","26,194.00","26,273.00","26,263.30","26,273.00",192920,"5,06,73,05,321.00","5,06,73,05,321.00",403000,51935
09-Dec-2025,27-Jan-2026,XX,"-","26,156.50","26,201.00","26,043.80","26,131.20","26,125.00","26,131.20",442455,"11,55,68,27,444.50","11,55,68,27,444.50",1257490,86060
09-Dec-2025,30-Dec-2025,XX,"-","25,999.00","26,039.00","25,875.00","25,960.20","25,958.80","25,960.20",6816525,"1,76,93,17,82,940.00","1,76,93,17,82,940.00",16474200,496500
08-Dec-2025,30-Dec-2025,XX,"-","26,325.00","26,325.00","26,030.00","26,064.70","26,050.10","26,064.70",6610950,"1,72,91,61,80,220.00","1,72,91,61,80,220.00",15977700,1250625
08-Dec-2025,27-Jan-2026,XX,"-","26,499.90","26,499.90","26,211.00","26,236.80","26,218.70","26,236.80",425100,"11,18,83,29,405.50","11,18,83,29,405.50",1171430,73580
08-Dec-2025,24-Feb-2026,XX,"-","26,634.00","26,644.70","26,359.00","26,382.00","26,370.00","26,382.00",161265,"4,26,98,77,111.50","4,26,98,77,111.50",351065,39845
05-Dec-2025,24-Feb-2026,XX,"-","26,490.00","26,660.00","26,470.00","26,634.10","26,640.00","26,634.10",111865,"2,97,54,47,592.00","2,97,54,47,592.00",311220,29770
05-Dec-2025,30-Dec-2025,XX,"-","26,151.90","26,370.00","26,151.90","26,333.20","26,335.00","26,333.20",5917050,"1,55,50,02,95,107.50","1,55,50,02,95,107.50",14727075,-371400
05-Dec-2025,27-Jan-2026,XX,"-","26,317.70","26,524.00","26,317.70","26,493.10","26,499.30","26,493.10",298610,"7,89,63,90,385.00","7,89,63,90,385.00",1097850,28210
04-Dec-2025,24-Feb-2026,XX,"-","26,380.10","26,545.00","26,369.20","26,492.50","26,483.90","26,492.50",71760,"1,89,98,38,752.50","1,89,98,38,752.50",281450,20865
04-Dec-2025,27-Jan-2026,XX,"-","26,272.00","26,408.00","26,230.50","26,350.50","26,349.00","26,350.50",235755,"6,20,65,41,640.00","6,20,65,41,640.00",1069640,10595
04-Dec-2025,30-Dec-2025,XX,"-","26,105.00","26,243.90","26,070.20","26,186.50","26,189.00","26,186.50",4565550,"1,19,45,15,88,405.00","1,19,45,15,88,405.00",15098475,-90525
03-Dec-2025,27-Jan-2026,XX,"-","26,370.00","26,385.80","26,220.00","26,302.60","26,314.90","26,302.60",309010,"8,11,82,32,759.00","8,11,82,32,759.00",1059045,62010
03-Dec-2025,24-Feb-2026,XX,"-","26,524.40","26,530.00","26,370.00","26,445.00","26,452.00","26,445.00",98475,"2,60,14,59,932.50","2,60,14,59,932.50",260585,35620
03-Dec-2025,30-Dec-2025,XX,"-","26,225.00","26,225.00","26,049.00","26,136.20","26,142.70","26,136.20",5513625,"1,43,92,10,16,802.50","1,43,92,10,16,802.50",15189000,621000
02-Dec-2025,27-Jan-2026,XX,"-","26,450.00","26,483.40","26,360.00","26,388.70","26,408.10","26,388.70",248820,"6,57,11,54,284.50","6,57,11,54,284.50",997035,70655
02-Dec-2025,30-Dec-2025,XX,"-","26,278.80","26,315.00","26,181.00","26,213.00","26,228.90","26,213.00",5082450,"1,33,32,27,11,670.00","1,33,32,27,11,670.00",14568000,490725
02-Dec-2025,24-Feb-2026,XX,"-","26,639.90","26,639.90","26,504.00","26,530.00","26,548.00","26,530.00",115960,"3,07,92,89,024.50","3,07,92,89,024.50",224965,43095
01-Dec-2025,24-Feb-2026,XX,"-","26,750.00","26,794.90","26,616.00","26,645.70","26,642.00","26,645.70",88075,"2,35,13,17,124.00","2,35,13,17,124.00",181870,37180
01-Dec-2025,27-Jan-2026,XX,"-","26,639.90","26,649.90","26,472.00","26,503.10","26,497.00","26,503.10",255645,"6,78,78,80,794.50","6,78,78,80,794.50",926380,10595
01-Dec-2025,30-Dec-2025,XX,"-","26,455.10","26,493.80","26,301.40","26,334.70","26,330.10","26,334.70",4881225,"1,28,75,48,49,330.00","1,28,75,48,49,330.00",14077275,458175
28-Nov-2025,30-Dec-2025,XX,"-","26,341.00","26,459.90","26,336.30","26,387.40","26,396.00","26,387.40",3054000,"80,63,82,22,147.50","80,63,82,22,147.50",13619100,-195075
28-Nov-2025,24-Feb-2026,XX,"-","26,702.10","26,754.90","26,671.20","26,695.10","26,698.50","26,695.10",57135,"1,52,61,21,194.00","1,52,61,21,194.00",144690,26325
28-Nov-2025,27-Jan-2026,XX,"-","26,548.70","26,605.00","26,526.00","26,550.10","26,565.10","26,550.10",146965,"3,90,42,08,392.50","3,90,42,08,392.50",915785,26910
27-Nov-2025,24-Feb-2026,XX,"-","26,699.00","26,791.20","26,630.50","26,699.10","26,702.00","26,699.10",126490,"3,37,94,16,664.00","3,37,94,16,664.00",118365,61100
27-Nov-2025,27-Jan-2026,XX,"-","26,500.10","26,634.60","26,476.00","26,548.70","26,545.00","26,548.70",314145,"8,34,46,03,696.00","8,34,46,03,696.00",888875,20215
27-Nov-2025,30-Dec-2025,XX,"-","26,401.10","26,495.60","26,317.50","26,390.90","26,393.30","26,390.90",4886775,"1,29,05,49,78,427.50","1,29,05,49,78,427.50",13814175,-187050
26-Nov-2025,30-Dec-2025,XX,"-","26,105.00","26,392.00","26,085.00","26,381.20","26,390.00","26,381.20",7316775,"1,92,45,30,15,495.00","1,92,45,30,15,495.00",14001225,311775
26-Nov-2025,27-Jan-2026,XX,"-","26,220.10","26,545.70","26,220.10","26,527.30","26,540.00","26,527.30",355030,"9,38,95,88,877.50","9,38,95,88,877.50",868660,7345
26-Nov-2025,24-Feb-2026,XX,"-","26,280.80","26,694.80","26,280.80","26,676.90","26,687.10","26,676.90",88465,"2,35,38,00,280.00","2,35,38,00,280.00",57265,57265
25-Nov-2025,30-Dec-2025,XX,"-","26,187.80","26,210.00","26,041.80","26,055.40","26,051.00","26,055.40",6114825,"1,59,76,51,32,165.00","1,59,76,51,32,165.00",13689450,2668950
25-Nov-2025,25-Nov-2025,XX,"-","25,961.00","26,035.00","25,867.40","25,886.80","25,883.10","25,884.80",5512575,"1,43,12,73,99,105.00","1,43,12,73,99,105.00",6607875,-2663250
25-Nov-2025,27-Jan-2026,XX,"-","26,368.20","26,380.00","26,221.10","26,234.60","26,237.20","26,234.60",424320,"11,15,93,51,983.00","11,15,93,51,983.00",861315,182130
24-Nov-2025,25-Nov-2025,XX,"-","26,111.00","26,168.80","25,955.00","25,996.40","25,962.10","25,996.40",7287900,"1,90,05,44,21,385.00","1,90,05,44,21,385.00",9271125,-3075750
24-Nov-2025,27-Jan-2026,XX,"-","26,489.90","26,497.00","26,301.00","26,358.60","26,326.00","26,358.60",278395,"7,35,47,25,742.00","7,35,47,25,742.00",679185,130260
24-Nov-2025,30-Dec-2025,XX,"-","26,320.10","26,355.00","26,138.50","26,170.70","26,140.10","26,170.70",6786300,"1,78,11,92,71,455.00","1,78,11,92,71,455.00",11020500,3333525
21-Nov-2025,25-Nov-2025,XX,"-","26,136.30","26,195.00","26,061.30","26,077.50","26,074.00","26,077.50",8618175,"2,25,11,75,78,835.00","2,25,11,75,78,835.00",12346875,-2265975
21-Nov-2025,30-Dec-2025,XX,"-","26,350.00","26,390.00","26,251.00","26,269.20","26,260.50","26,269.20",4637700,"1,22,04,55,13,197.50","1,22,04,55,13,197.50",7686975,2901225
21-Nov-2025,27-Jan-2026,XX,"-","26,562.90","26,562.90","26,410.00","26,424.20","26,416.00","26,424.20",359645,"9,51,93,17,119.00","9,51,93,17,119.00",548925,162955
20-Nov-2025,27-Jan-2026,XX,"-","26,445.00","26,596.00","26,420.10","26,562.90","26,574.00","26,562.90",274235,"7,27,41,18,891.00","7,27,41,18,891.00",385970,70395
20-Nov-2025,30-Dec-2025,XX,"-","26,325.00","26,455.70","26,260.80","26,411.90","26,424.00","26,411.90",3917625,"1,03,31,07,10,027.50","1,03,31,07,10,027.50",4785750,2242950
20-Nov-2025,25-Nov-2025,XX,"-","26,136.00","26,264.00","26,072.00","26,220.80","26,235.40","26,220.80",6642075,"1,73,93,41,51,312.50","1,73,93,41,51,312.50",14612850,-2182650
19-Nov-2025,25-Nov-2025,XX,"-","25,940.00","26,090.00","25,887.80","26,071.00","26,078.00","26,071.00",5064975,"1,31,74,67,01,960.00","1,31,74,67,01,960.00",16795500,-814500
19-Nov-2025,30-Dec-2025,XX,"-","26,127.60","26,275.00","26,076.50","26,253.70","26,260.00","26,253.70",1144350,"29,98,31,13,562.50","29,98,31,13,562.50",2542800,241725
19-Nov-2025,27-Jan-2026,XX,"-","26,302.10","26,426.00","26,248.10","26,415.00","26,420.00","26,415.00",145925,"3,84,90,28,092.00","3,84,90,28,092.00",315575,8515
18-Nov-2025,30-Dec-2025,XX,"-","26,209.70","26,221.80","26,100.00","26,134.30","26,120.10","26,134.30",834450,"21,82,43,94,045.00","21,82,43,94,045.00",2301075,236550
18-Nov-2025,25-Nov-2025,XX,"-","26,020.00","26,042.00","25,905.70","25,948.80","25,933.90","25,948.80",5161425,"1,34,05,11,43,065.00","1,34,05,11,43,065.00",17610000,-450375
18-Nov-2025,27-Jan-2026,XX,"-","26,363.90","26,384.00","26,280.90","26,316.40","26,302.00","26,316.40",117845,"3,10,28,27,481.00","3,10,28,27,481.00",307060,39000
17-Nov-2025,27-Jan-2026,XX,"-","26,330.00","26,414.80","26,309.90","26,400.70","26,404.00","26,400.70",106080,"2,79,80,37,333.00","2,79,80,37,333.00",268060,-13455
17-Nov-2025,25-Nov-2025,XX,"-","26,006.00","26,083.00","25,971.00","26,060.10","26,061.90","26,060.10",4014450,"1,04,52,47,61,802.50","1,04,52,47,61,802.50",18060375,-282075
17-Nov-2025,30-Dec-2025,XX,"-","26,175.10","26,265.00","26,157.20","26,240.00","26,245.00","26,240.00",688800,"18,05,82,54,885.00","18,05,82,54,885.00",2064525,215250
14-Nov-2025,30-Dec-2025,XX,"-","26,075.00","26,167.50","26,008.00","26,137.80","26,157.00","26,137.80",839550,"21,89,74,83,735.00","21,89,74,83,735.00",1849275,189150
14-Nov-2025,25-Nov-2025,XX,"-","25,904.00","25,983.00","25,815.00","25,951.40","25,971.60","25,951.40",8090925,"2,09,59,69,12,695.00","2,09,59,69,12,695.00",18342450,765150
14-Nov-2025,27-Jan-2026,XX,"-","26,250.10","26,344.80","26,188.00","26,300.90","26,308.00","26,300.90",186160,"4,88,86,93,192.50","4,88,86,93,192.50",281515,38870
13-Nov-2025,30-Dec-2025,XX,"-","26,160.00","26,274.00","26,080.60","26,134.90","26,140.00","26,134.90",608175,"15,92,42,61,930.00","15,92,42,61,930.00",1660125,107025
13-Nov-2025,27-Jan-2026,XX,"-","26,318.80","26,418.00","26,260.10","26,307.20","26,313.50","26,307.20",152100,"4,00,65,20,459.50","4,00,65,20,459.50",242645,9815
13-Nov-2025,25-Nov-2025,XX,"-","25,952.00","26,092.50","25,896.20","25,953.80","25,951.00","25,953.80",5180100,"1,34,67,93,53,070.00","1,34,67,93,53,070.00",17577300,-176400
12-Nov-2025,27-Jan-2026,XX,"-","26,282.70","26,350.00","26,245.70","26,328.50","26,315.40","26,328.50",138385,"3,63,96,74,012.00","3,63,96,74,012.00",232830,-21320
12-Nov-2025,30-Dec-2025,XX,"-","26,110.00","26,201.00","26,080.00","26,164.00","26,160.00","26,164.00",623850,"16,30,82,42,407.50","16,30,82,42,407.50",1553100,142725
12-Nov-2025,25-Nov-2025,XX,"-","25,925.60","26,024.00","25,902.20","25,986.10","25,979.10","25,986.10",5277525,"1,37,03,74,72,620.00","1,37,03,74,72,620.00",17753700,-769350
11-Nov-2025,25-Nov-2025,XX,"-","25,731.00","25,835.00","25,555.00","25,811.40","25,831.80","25,811.40",6566700,"1,68,72,70,36,072.50","1,68,72,70,36,072.50",18523050,-6900
11-Nov-2025,27-Jan-2026,XX,"-","26,038.00","26,187.00","25,935.00","26,165.00","26,187.00","26,165.00",121095,"3,15,59,01,515.00","3,15,59,01,515.00",254150,7475
11-Nov-2025,30-Dec-2025,XX,"-","25,870.00","26,015.00","25,743.70","25,994.20","26,015.00","25,994.20",531225,"13,73,84,91,727.50","13,73,84,91,727.50",1410375,37125
10-Nov-2025,27-Jan-2026,XX,"-","25,956.10","26,098.90","25,956.10","26,057.00","26,043.90","26,057.00",77285,"2,01,39,08,162.50","2,01,39,08,162.50",246675,8125
10-Nov-2025,30-Dec-2025,XX,"-","25,806.30","25,927.00","25,806.30","25,882.90","25,885.00","25,882.90",251925,"6,51,96,20,520.00","6,51,96,20,520.00",1373250,8550
10-Nov-2025,25-Nov-2025,XX,"-","25,690.00","25,747.00","25,617.80","25,694.50","25,696.90","25,694.50",3666675,"94,22,02,24,155.00","94,22,02,24,155.00",18529950,-17550
07-Nov-2025,27-Jan-2026,XX,"-","25,900.10","26,015.80","25,803.20","25,956.10","25,985.00","25,956.10",135655,"3,51,32,75,337.00","3,51,32,75,337.00",238550,28275
07-Nov-2025,30-Dec-2025,XX,"-","25,734.10","25,840.00","25,614.00","25,780.20","25,800.00","25,780.20",599175,"15,40,35,16,792.50","15,40,35,16,792.50",1364700,131025
07-Nov-2025,25-Nov-2025,XX,"-","25,545.00","25,656.40","25,428.10","25,589.20","25,605.00","25,589.20",6912975,"1,76,52,80,93,242.50","1,76,52,80,93,242.50",18547500,878325
06-Nov-2025,27-Jan-2026,XX,"-","26,083.30","26,159.20","25,975.00","25,990.20","25,990.30","25,990.20",88660,"2,30,86,10,538.00","2,30,86,10,538.00",210275,28145
06-Nov-2025,30-Dec-2025,XX,"-","25,890.00","25,987.50","25,790.00","25,807.10","25,820.30","25,807.10",390825,"10,10,81,81,970.00","10,10,81,81,970.00",1233675,24000
06-Nov-2025,25-Nov-2025,XX,"-","25,740.10","25,805.00","25,605.00","25,627.20","25,637.20","25,627.20",4520850,"1,16,11,74,33,030.00","1,16,11,74,33,030.00",17669175,-18000
04-Nov-2025,27-Jan-2026,XX,"-","26,235.00","26,255.00","26,066.40","26,083.30","26,066.40","26,083.30",106210,"2,77,68,71,792.50","2,77,68,71,792.50",182130,48230
04-Nov-2025,30-Dec-2025,XX,"-","26,062.80","26,090.00","25,882.00","25,897.90","25,885.10","25,897.90",346950,"9,00,82,86,892.50","9,00,82,86,892.50",1209675,76050
04-Nov-2025,25-Nov-2025,XX,"-","25,874.70","25,911.00","25,693.00","25,708.30","25,699.00","25,708.30",5716875,"1,47,30,60,04,395.00","1,47,30,60,04,395.00",17687175,903150
03-Nov-2025,27-Jan-2026,XX,"-","26,249.90","26,285.00","26,147.10","26,254.00","26,255.00","26,254.00",65260,"1,71,12,91,348.00","1,71,12,91,348.00",133900,11245
03-Nov-2025,30-Dec-2025,XX,"-","26,060.00","26,121.00","25,985.70","26,085.20","26,087.70","26,085.20",232650,"6,06,16,13,685.00","6,06,16,13,685.00",1133625,24225
03-Nov-2025,25-Nov-2025,XX,"-","25,890.00","25,942.60","25,800.00","25,898.90","25,904.40","25,898.90",4866375,"1,25,93,68,59,427.50","1,25,93,68,59,427.50",16784025,-118200
31-Oct-2025,27-Jan-2026,XX,"-","26,340.00","26,450.90","26,250.00","26,259.80","26,267.80","26,259.80",84825,"2,23,15,33,382.00","2,23,15,33,382.00",122655,35685
31-Oct-2025,30-Dec-2025,XX,"-","26,203.70","26,290.00","26,077.00","26,088.50","26,095.00","26,088.50",437175,"11,43,05,21,685.00","11,43,05,21,685.00",1109400,89625
31-Oct-2025,25-Nov-2025,XX,"-","26,012.10","26,116.10","25,890.00","25,905.50","25,907.10","25,905.50",6597750,"1,71,28,92,49,860.00","1,71,28,92,49,860.00",16902225,1110975
30-Oct-2025,30-Dec-2025,XX,"-","26,371.00","26,371.10","26,192.60","26,218.10","26,216.70","26,218.10",342000,"8,97,85,35,555.00","8,97,85,35,555.00",1019775,91350
30-Oct-2025,27-Jan-2026,XX,"-","26,520.10","26,539.90","26,367.50","26,385.70","26,381.60","26,385.70",81250,"2,14,69,82,987.50","2,14,69,82,987.50",86970,40235
30-Oct-2025,25-Nov-2025,XX,"-","26,199.90","26,199.90","26,010.00","26,031.60","26,037.40","26,031.60",6306750,"1,64,40,91,55,812.50","1,64,40,91,55,812.50",15791250,1007100
29-Oct-2025,25-Nov-2025,XX,"-","26,125.00","26,284.90","26,101.00","26,238.70","26,261.30","26,238.70",6121725,"1,60,51,33,75,425.00","1,60,51,33,75,425.00",14784150,521775
29-Oct-2025,30-Dec-2025,XX,"-","26,322.10","26,442.40","26,300.20","26,411.20","26,430.00","26,411.20",375825,"9,91,86,66,802.50","9,91,86,66,802.50",928425,21525
29-Oct-2025,27-Jan-2026,XX,"-","26,400.00","26,602.00","26,350.00","26,577.40","26,595.00","26,577.40",84760,"2,24,98,00,754.50","2,24,98,00,754.50",46735,46735
28-Oct-2025,25-Nov-2025,XX,"-","26,179.00","26,225.00","26,001.00","26,090.10","26,099.00","26,090.10",9385350,"2,44,78,15,72,890.00","2,44,78,15,72,890.00",14262375,4186350
28-Oct-2025,28-Oct-2025,XX,"-","26,009.70","26,074.90","25,820.00","25,922.40","25,934.90","25,936.20",7170975,"1,85,82,02,26,500.00","1,85,82,02,26,500.00",4845750,-3530100
28-Oct-2025,30-Dec-2025,XX,"-","26,377.50","26,394.30","26,185.00","26,265.20","26,272.00","26,265.20",443475,"11,64,76,77,375.00","11,64,76,77,375.00",906900,91050
